BlobID,Compound Name,Description,Group Name,Constellation Name,Inclusion,LRI I,Library RI,Library ID,Library Name,Library NIST ID,Library Match Factor,Library Reverse Match Factor,Library Probability,Review Status,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Quantifier(1),Quantifier(2),Quantifier Response(1),Quantifier Response(2),Volume Ratio,Library Formula,Library Molecular Weight
18,"Bicyclo[4.3.0]nonan-2-one, 8-isopropylidene-",,lib,,true,1892.9577464788733,,152789,mainlib,159427,735,796,15.380000114440918,,0,47.27837735446499,1.1694009174622861,599.394257112639,11914.5528212684,,,0.0,0.0,0.0,C12H18O,178
595,"Hexadecanoic acid, n.-octyl ester",,lib,,true,2543.636363636363,,212174,mainlib,405226,748,753,14.979999542236328,,0,63.23535305947102,0.3932498660492644,115.33661837130785,2212.0247526633398,,,0.0,0.0,0.0,C24H48O2,368
635,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",,lib,,true,1995.774647887324,,41189,mainlib,192030,633,690,30.850000381469727,,0,50.161692271458655,0.8692891775825844,54.73935089807492,1419.3735054746471,,,0.0,0.0,0.0,C18H34OSi,294
654,"2H-Pyran, 2-(7-heptadecynyloxy)tetrahydro-",,lib,,true,1976.0563380281692,,19093,mainlib,36299,711,715,14.390000343322754,,0,49.60872776682974,0.8382431355260636,36.74302801687736,1200.8946265599177,,,0.0,0.0,0.0,C22H40O2,336
620,"Linolool oxide, (E)-, TMS derivative",,lib,,true,1945.0704225352113,,115524,mainlib,43623,663,844,19.940000534057617,,0,48.73978354527,0.7761510514130219,76.61093572585378,1138.9224292130057,,,0.0,0.0,0.0,C13H26O2Si,242
780,Ethyl iso-allocholate,,lib,,true,1894.3661971830986,,7020,mainlib,43053,657,669,24.75,,0,47.31787481908135,0.4346445887912922,15.67160202364903,1135.20426582235,,,0.0,0.0,0.0,C26H44O5,436
636,Epistephamiersine,,lib,,true,1881.6901408450706,,207093,mainlib,100469,665,765,26.190000534057617,,0,46.96239763753418,0.45534195016230616,56.84447308862582,1087.8492579422673,,,0.0,0.0,0.0,C21H27NO6,389
708,"Dodecanoic acid, 3-hydroxy-",,lib,,true,2747.57281553398,,6036,mainlib,36313,695,737,14.359999656677246,,0,67.46158177342063,0.3932498660492644,21.62299593805801,1071.2624906712638,,,0.0,0.0,0.0,C12H24O3,216
816,"1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a,6-trihydroxy-1,4-bis(hydroxymethyl)-1,7,9-trimethyl-, [1S-(1α,1aα,2α,5ß,5aß,6ß,8aα,9α,10aα)]-",,lib,,true,2278.991596638655,,6245,mainlib,67519,580,595,33.470001220703125,,0,57.27123590240193,0.6312695218159244,13.776354966219515,987.2346240793911,,,0.0,0.0,0.0,C20H28O6,364
777,"3-Methyl-6,7-benzoisoquinoline",,lib,,true,1912.676056338028,,179726,mainlib,78086,665,751,36.599998474121094,,0,47.83134185909391,0.6209208411304175,15.96460849646246,969.2864343907385,,,0.0,0.0,0.0,C14H11N,193
688,"Cyclopropanebutanoic acid, 2-[[2-[[2-[(2-pentylcyclopropyl)methyl]cyclopropyl]methyl]cyclopropyl]methyl]-, methyl ester",,lib,,true,1956.3380281690143,,44602,mainlib,28143,720,732,30.149999618530273,,0,49.05576326220081,0.7554536900420079,23.725281385530252,879.0592731431079,,,0.0,0.0,0.0,C25H42O2,374
