,BlobID,Compound.Name,Library.Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Formula_Underivitized_forMod,Cstar_Cat,Library.Molecular.Weight_NISTmain,Model_Quant,Model_Properties,Notes,under_1500,slope.i.q.p,Quant_Factor_RFpred,Quant_Factor_final,slope.avg
96,47,20200803_1535_blob_47_,caice_ssa_final_0803_1535,anthraquinone,126,271,2010.687023,2017,"Homosalate, TMS derivative",924,927,1998,C19H30O3Si,C16H22O3,NA,334,TRUE,FALSE,NA,FALSE,1.459899144,0.000368799,0.000368799,NA
97,116,20200803_1535_blob_116_,caice_ssa_final_0803_1535,C7 acid,344,455,1789.873418,NA,"1-Tetradecanol, TMS derivative",892,909,1756,C17H38OSi,C14H30O,NA,286,TRUE,FALSE,NA,FALSE,2.418916909,0.000413391,0.000413391,NA
98,805,20200803_1535_blob_805_,caice_ssa_final_0803_1535,C7 acid,382,475,1590.960452,NA,"1-Dodecanol, TMS derivative",869,891,1558,C15H34OSi,C12H26O,NA,258,TRUE,FALSE,NA,FALSE,1.909193538,0.005159181,0.005159181,NA
99,645,20200803_1535_blob_645_,caice_ssa_final_0803_1535,C7 acid,583,704,1877.777778,NA,"Myristic acid, TMS derivative",866,880,1850,C17H36O2Si,C14H28O2,NA,300,TRUE,FALSE,NA,FALSE,0.96790637,0.000459367,0.000459367,NA
100,558,20200803_1535_blob_558_,caice_ssa_final_0803_1535,C7 acid,346,424,1891.666667,NA,"1-Pentadecanol, TMS derivative",853,874,1856,C18H40OSi,C15H32O,NA,300,TRUE,FALSE,NA,FALSE,1.976846576,0.000229459,0.000229459,NA
101,992,20200803_1535_blob_992_,caice_ssa_final_0803_1535,C7 acid,596,686,1678.481013,NA,"Dodecanoic acid, TMS derivative",791,805,1655,C15H32O2Si,C12H24O2,NA,272,TRUE,FALSE,NA,FALSE,0.9101956,0.003955346,0.003955346,NA
102,822,20200803_1535_blob_822_,caice_ssa_final_0803_1535,C7 acid,559,674,1976.388889,NA,"Pentadecanoic acid, TMS derivative",789,833,1950,C18H38O2Si,C15H30O2,NA,314,TRUE,FALSE,NA,FALSE,1.113344223,0.000460292,0.000460292,NA
103,786,20200803_1535_blob_786_,caice_ssa_final_0803_1535,C7 acid,361,451,1791.139241,NA,"1-Tetradecanol, TMS derivative",770,829,1756,C17H38OSi,C14H30O,NA,286,TRUE,FALSE,"match factor not amazing, but seems close enough",FALSE,2.08933797,0.000471685,0.000471685,NA
104,919,20200803_1535_blob_919_,caice_ssa_final_0803_1535,C7 acid,345,416,2091.603053,NA,"1-Heptadecanol, TMS derivative",763,811,2054,C20H44OSi,C17H36O,NA,328,TRUE,FALSE,"match factor not amazing, but seems close enough",FALSE,2.48097101,0.000243834,0.000243834,NA
105,1349,20200803_1535_blob_1349_,caice_ssa_final_0803_1535,C9 acid,51,385,1363.220523,1375,"Salicylic acid, TMS derivative",839,848,1357,C10H14O3Si,C7H6O3,NA,210,TRUE,FALSE,NA,TRUE,1.050740317,0.128634224,0.128634224,NA
106,1022,20200803_1535_blob_1022_,caice_ssa_final_0803_1535,Sugar 5,320,324,1665.822785,1668,"4-tert-Octylphenol, TMS derivative",823,934,1631,C17H30OSi,C14H22O,NA,278,TRUE,FALSE,NA,FALSE,0.766873747,0.005430195,0.005430195,NA
107,893,20200803_0949_blob_893_,caice_ssa_final_0805_0949,Sugar 5,308,310,1667.088608,1668,"4-tert-Octylphenol, TMS derivative",784,905,1631,C17H30OSi,C14H22O,NA,278,TRUE,FALSE,NA,FALSE,0.778506012,0.005271756,0.005271756,NA
108,453,20200803_1535_blob_453_,caice_ssa_final_0803_1535,"Tartaric acid, 4TMS",306,468,1659.493671,1659,"Cyclooctasiloxane, hexadecamethyl-",818,867,1704,C16H48O8Si8,C16H48O8Si8,NA,592,TRUE,FALSE,kovats might be a bit off,FALSE,3.243631198,0.001380759,0.001380759,NA
109,1,20200803_1535_blob_1_,caice_ssa_final_0803_1535,"Tartaric acid, 4TMS",331,481,1660.759494,1659,"Cyclooctasiloxane, hexadecamethyl-",803,845,1704,C16H48O8Si8,C16H48O8Si8,NA,592,TRUE,FALSE,"Note that this is a siloxane, wirtd structure not in ES at all",FALSE,1.080098355,0.004086617,0.004086617,NA
110,894,20200803_1535_blob_894_,caice_ssa_final_0803_1535,"12-OH C18 Acid, TMS",370,400,2470.27027,2471,Phorbol,740,750,NA,C20H28O6,NA,NA,364,TRUE,TRUE,NA,FALSE,1.707637149,0.000611129,0.000611129,NA
111,867,20200803_1535_blob_867_,caice_ssa_final_0803_1535,"12-OH C18 Acid, TMS",17,406,2457.657658,2471,Phorbol,739,747,NA,C20H28O6,NA,NA,364,TRUE,TRUE,NA,FALSE,1.72421377,0.00059436,0.00059436,NA
112,864,20200803_1535_blob_864_,caice_ssa_final_0803_1535,"12-OH C18 Acid, TMS",261,415,2463.063063,2471,"Cholan-24-oic acid, 3-oxo-, methyl ester, (5a)-",637,682,NA,C25H40O3,NA,NA,388,TRUE,TRUE,NA,FALSE,5.427172656,0.000190304,0.000190304,NA
113,890,20200803_1535_blob_890_,caice_ssa_final_0803_1535,2-(methylmercapto)benzothiazole,298,304,1639.240506,1637,(2-(4-Isopropylphenyl)propan-2-ylperoxy)trimethylsilane,730,742,NA,C15H26O2Si,NA,NA,266,TRUE,TRUE,NA,FALSE,6.109100555,0.000925389,0.000925389,NA
114,1140,20200803_0949_blob_1140_,caice_ssa_final_0805_0949,2-(methylmercapto)benzothiazole,263,305,1641.772152,1637,"12-Oxatetracyclo[5.2.1.1(2,6).1(8,11)]dodecan-3-ol-10-one acetate",616,633,NA,C13H16O4,NA,NA,236,TRUE,TRUE,NA,FALSE,1.456154116,0.003770944,0.003770944,NA
115,752,20200803_1535_blob_752_,caice_ssa_final_0803_1535,2-(methylmercapto)benzothiazole,0,774,1840.277778,1637,2-(Methylthio)phenyl isothiocyanate,595,798,NA,C8H7NS2,NA,NA,181,TRUE,TRUE,NA,FALSE,1.376313213,0.000406936,0.000406936,NA
116,793,20200803_0949_blob_793_,caice_ssa_final_0805_0949,20200803_1919_blob_566,437,498,2080,2078,"2-[5-(2,2-Dimethyl-6-methylene-cyclohexyl)-3-methyl-pent-2-enyl]-[1,4]benzoquinone",713,764,NA,C21H28O2,NA,NA,312,TRUE,TRUE,NA,FALSE,1.891570963,0.000314512,0.000314512,NA
117,1040,20200803_1535_blob_1040_,caice_ssa_final_0803_1535,20200803_1919_blob_566,421,515,2073.282443,2078,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",647,711,NA,C17H34B2O6Si,NA,NA,384,TRUE,TRUE,NA,FALSE,1.056644601,0.000557609,0.000557609,NA
118,3,20200803_1535_blob_3_fb,caice_ssa_final_0803_1535,20200803_1919_blob_567,886,886,1492.655367,1493,"Cycloheptasiloxane, tetradecamethyl-",781,782,1502,C14H42O7Si7,NA,NA,518,TRUE,TRUE,"note- siloxane, not in index, might need to be removed",TRUE,0.693670884,0.043979554,0.043979554,NA
119,666,20200803_1535_blob_666_oil,caice_ssa_final_0803_1535,20200803_1919_blob_572,688,757,2280,2278,"Hexadecanoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, cis-",668,678,NA,C26H42O4,NA,NA,418,TRUE,TRUE,NA,FALSE,2.17192352,0.000365335,0.000365335,NA
120,816,20200803_0949_blob_816_,caice_ssa_final_0805_0949,20200803_1919_blob_572,497,564,2278.991597,2278,"1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a,6-trihydroxy-1,4-bis(hydroxymethyl)-1,7,9-trimethyl-, [1S-(1a,1aa,2a,5ﬂ,5aﬂ,6ﬂ,8aa,9a,10aa)]-",580,595,NA,C20H28O6,NA,NA,364,TRUE,TRUE,NA,FALSE,2.83064859,0.000279911,0.000279911,NA
121,731,20200803_1535_blob_731_,caice_ssa_final_0803_1535,20200803_1919_blob_574,226,462,2044.274809,2053,"1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3R-(3a,4aﬂ,6aa,10aﬂ,10ba)]-",795,880,1992,C20H34O,NA,NA,290,TRUE,TRUE,RI might be off,FALSE,2.541208181,0.000222371,0.000222371,NA
122,1080,20200803_1535_blob_1080_,caice_ssa_final_0803_1535,20200803_1919_blob_574,254,414,2045.801527,2053,"2,6-Dimethyldibenzothiophene",720,857,NA,C14H12S,NA,NA,212,TRUE,TRUE,NA,FALSE,1.743175122,0.000324886,0.000324886,NA
123,808,20200803_0949_blob_808_,caice_ssa_final_0805_0949,20200803_1919_blob_574,331,367,2058.461538,2053,"Dodecanoic acid, 3-hydroxy-",628,641,NA,C12H24O3,NA,NA,216,TRUE,TRUE,NA,FALSE,2.049362256,0.00028143,0.00028143,NA
124,1520,20200803_0949_blob_1520_,caice_ssa_final_0805_0949,20200803_1919_blob_574,0,681,2307.563025,2053,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",548,587,NA,C19H24O2,NA,NA,284,TRUE,TRUE,NA,FALSE,1.218989313,0.000677289,0.000677289,NA
125,1048,20200803_1535_blob_1048_,caice_ssa_final_0803_1535,20200803_1919_blob_576,247,258,1537.853107,1537,"Benzenemethanol, 4-(1,1-dimethylethyl)-a-methyl-",729,732,NA,C12H18O,NA,NA,178,TRUE,TRUE,NA,FALSE,4.828133184,0.003757423,0.003757423,NA
126,689,20200803_1535_blob_689_,caice_ssa_final_0803_1535,20200803_1919_blob_576,0,440,1994.444444,1537,"1H-1,3-Benzimidazole, 1-ethyl-2-methyl-5-(methylsulfonyl)-",656,718,NA,C11H14N2O2S,NA,NA,238,TRUE,TRUE,NA,FALSE,3.09130209,0.000170143,0.000170143,NA
127,979,20200803_1535_blob_979_,caice_ssa_final_0803_1535,20200803_1919_blob_579,0,534,1577.40113,1614,"Thiophene, 2-butyl-5-(2-methylpropyl)-",719,742,NA,C12H20S,NA,NA,196,TRUE,TRUE,NA,FALSE,1.70049672,0.006769793,0.006769793,NA
128,972,20200803_1535_blob_972_,caice_ssa_final_0803_1535,20200803_1919_blob_579,0,632,1843.055556,1614,"Naphthalene, 6,7-diethyl-1,2,3,4-tetrahydro-1,1,4,4-tetramethyl-",685,715,NA,C18H28,NA,NA,244,TRUE,TRUE,NA,FALSE,0.99721444,0.000543979,0.000543979,NA
129,835,20200803_1535_blob_835_,caice_ssa_final_0803_1535,20200803_1919_blob_579,0,630,1893.055556,1614,"Androst-5,7-dien-3-ol-17-one",665,695,NA,C19H26O2,NA,NA,286,TRUE,TRUE,NA,FALSE,1.778399845,0.000255575,0.000255575,NA
130,1481,20200803_0949_blob_1481_,caice_ssa_final_0805_0949,20200803_1919_blob_579,0,573,1702.531646,1614,Citronellol epoxide (R or S),599,665,NA,C10H20O2,NA,NA,172,TRUE,TRUE,NA,FALSE,1.248052647,0.002187601,0.002187601,NA
131,1469,20200803_1535_blob_1469_,caice_ssa_final_0803_1535,20200803_1919_blob_581,309,312,1580.79096,1582,"Succinic acid, butyl isobutyl ester",762,843,NA,C12H22O4,NA,NA,230,TRUE,TRUE,NA,FALSE,1.654694924,0.006691186,0.006691186,NA
132,903,20200803_1535_blob_903_,caice_ssa_final_0803_1535,20200803_1919_blob_581,0,615,2220,1582,a-N-Normethadol,655,668,NA,C20H27NO,NA,NA,297,TRUE,TRUE,NA,FALSE,1.199890753,0.000606557,0.000606557,NA
133,4,20200803_1535_blob_4_,caice_ssa_final_0803_1535,20200803_1919_blob_591,279,399,1811.111111,1815,"Cyclononasiloxane, octadecamethyl-",741,867,1893,C18H54O9Si9,NA,NA,666,TRUE,TRUE,NA,FALSE,1.271899763,0.000615829,0.000615829,NA
134,1057,20200803_1535_blob_1057_,caice_ssa_final_0803_1535,20200803_1919_blob_591,343,401,1820.833333,1815,"3-[3-Bromophenyl]-7-chloro-3,4-dihydro-10-hydroxy-1,9(2H,10H)-acridinedione",605,695,NA,C19H13BrClNO3,NA,NA,417,TRUE,TRUE,NA,FALSE,1.700225101,0.000411955,0.000411955,NA
135,478,20200803_1535_blob_478_,caice_ssa_final_0803_1535,20200803_1919_blob_592,352,452,1726.582278,1727,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",717,724,NA,C16H50O7Si8,NA,NA,578,TRUE,TRUE,NA,FALSE,1.431605103,0.001446304,0.001446304,NA
136,21,20200803_1535_blob_21_,caice_ssa_final_0803_1535,20200803_1919_blob_592,0,530,1526.553672,1727,"5,7-Di-tert-butyl-8-hydroxy-3-methyl-3H-1,4-benzoxathiin-2-one",657,663,NA,C17H24O3S,NA,NA,308,TRUE,TRUE,NA,FALSE,1.526997649,0.013528968,0.013528968,NA
137,1048,20200803_0949_blob_1048_,caice_ssa_final_0805_0949,20200803_1919_blob_592,429,530,1721.518987,1727,"3,3a-Epoxydicyclopenta[a,d]cyclooctan-4ﬂ-ol, 9,10a-dimethyl-6-methylene-3ﬂ-isopropyl-",594,608,NA,C20H32O2,NA,NA,304,TRUE,TRUE,NA,FALSE,3.179210114,0.000690322,0.000690322,NA
138,492,20200803_1535_blob_492_,caice_ssa_final_0803_1535,20200803_1919_blob_596,0,720,2105.343511,1408,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",764,781,NA,C16H50O7Si8,NA,NA,578,TRUE,TRUE,NA,FALSE,1.262506523,0.000488737,0.000488737,NA
139,27,20200803_1535_blob_27_,caice_ssa_final_0803_1535,20200803_1919_blob_596,0,791,1880.555556,1408,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",702,710,NA,C16H50O7Si8,NA,NA,578,TRUE,TRUE,NA,FALSE,1.263351645,0.000353351,0.000353351,NA
140,1408,20200803_1535_blob_1408_,caice_ssa_final_0803_1535,20200803_1919_blob_596,0,556,1748.101266,1408,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",567,569,NA,C27H42O4,NA,NA,430,TRUE,TRUE,NA,FALSE,1.243867433,0.001299675,0.001299675,NA
141,1860,20200803_0949_blob_1860_,caice_ssa_final_0805_0949,20200803_1919_blob_614,729,744,1307.819815,1312,"2-Aminoethanol, N-(trifluoroacetyl)-, tert-butyldimethylsilyl ether",399,416,NA,C10H20F3NO2Si,NA,NA,271,TRUE,TRUE,NA,TRUE,1.954454498,0.130773249,0.130773249,NA
142,677,20200803_1535_blob_677_,caice_ssa_final_0803_1535,20200803_1919_blob_620,0,628,1701.265823,1249,3-Ethylbenzothiazolin-2-thione,751,836,NA,C9H9NS2,NA,NA,195,TRUE,TRUE,NA,FALSE,1.72219665,0.001608571,0.001608571,NA
143,1071,20200803_0949_blob_1071_,caice_ssa_final_0805_0949,20200803_1919_blob_620,0,602,2130.769231,1249,"(E)-1,2-Cyclopentanedicarboxylic acid, 3,3-dimethyl -4-trimethylsilylmethylene-, diethyl ester",568,604,NA,C17H30O4Si,NA,NA,326,TRUE,TRUE,NA,FALSE,1.956915814,0.000327068,0.000327068,NA
144,865,20200803_1535_blob_865_,caice_ssa_final_0803_1535,2-mercaptobenzothiazole,330,419,1994.444444,2000,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",689,716,NA,C19H24O2,NA,NA,284,TRUE,TRUE,NA,FALSE,1.064988257,0.000493867,0.000493867,NA
145,799,20200803_1535_blob_799_,caice_ssa_final_0803_1535,3-5-dimethoxyphenol,0,708,2137.40458,1525,"Acridin-9-amine, 1,2,3,4-tetrahydro-5,8-dimethyl-",726,751,NA,C15H18N2,NA,NA,226,TRUE,TRUE,NA,FALSE,2.072414205,0.000311805,0.000311805,NA
146,847,20200803_1535_blob_847_,caice_ssa_final_0803_1535,3-5-dimethoxyphenol,0,710,2114.503817,1525,"Acridin-9-amine, 1,2,3,4-tetrahydro-5,8-dimethyl-",724,754,NA,C15H18N2,NA,NA,226,TRUE,TRUE,NA,FALSE,2.041764509,0.000306219,0.000306219,NA
147,813,20200803_1535_blob_813_,caice_ssa_final_0803_1535,3-5-dimethoxyphenol,0,709,2181.679389,1525,"1-Propene-2-thiol, 1,1-diphenyl-",691,715,NA,C15H14S,NA,NA,226,TRUE,TRUE,NA,FALSE,2.019126171,0.000341102,0.000341102,NA
148,995,20200803_1535_blob_995_,caice_ssa_final_0803_1535,3-5-dimethoxyphenol,0,652,2184.732824,1525,"1,1'-Biphenyl, 2,2'-dimethyl-6,6'-dinitro-",634,665,NA,C14H12N2O4,NA,NA,272,TRUE,TRUE,NA,FALSE,1.891880802,0.000365649,0.000365649,NA
149,856,20200803_0949_blob_856_,caice_ssa_final_0805_0949,4-Benzoylbenzoic acid,71,336,2231.932773,2242,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, trans-",600,610,NA,C28H44O4,NA,NA,444,TRUE,TRUE,NA,FALSE,1.84416065,0.000401492,0.000401492,NA
150,683,20200803_1535_blob_683_,caice_ssa_final_0803_1535,4-Bromodiphenylamine,0,626,2039.694656,1993,2-(a-Chlorophenylmethyl)pyridine,769,829,NA,C12H10ClN,NA,NA,203,TRUE,TRUE,NA,FALSE,2.559964382,0.00021929,0.00021929,NA
151,500,20200803_1535_blob_500_,caice_ssa_final_0803_1535,4-Bromodiphenylamine,203,345,2000,1993,"3,7-Dimethoxyphenothiazine",698,712,NA,C14H13NO2S,NA,NA,259,TRUE,TRUE,NA,FALSE,1.852087769,0.000286264,0.000286264,NA
152,1140,20200803_1535_blob_1140_,caice_ssa_final_0803_1535,4-hydroxybenzoic acid,0,598,1698.734177,1651,"[(4-Hexylbenzene-1,3-diyl)bis(oxy)]bis(trimethylsilane)",585,719,NA,C18H34O2Si2,NA,NA,338,TRUE,TRUE,NA,FALSE,0.938892641,0.003037744,0.003037744,NA
153,1730,20200803_0949_blob_1730_,caice_ssa_final_0805_0949,9H-Florenone,92,310,1786.075949,1776,"Menthol, 1'-(butyn-3-one-1-yl)-, (1R,2S,5R)-",711,727,NA,C14H22O2,NA,NA,222,TRUE,TRUE,NA,FALSE,9.188019205,0.000113691,0.000113691,NA
154,1125,20200803_1535_blob_1125_,caice_ssa_final_0803_1535,9H-Florenone,0,506,2125.19084,1776,"5,8,11,14-Eicosatetraynoic acid",711,728,NA,C20H24O2,NA,NA,296,TRUE,TRUE,NA,FALSE,1.138184567,0.000557839,0.000557839,NA
155,1045,20200803_1535_blob_1045_,caice_ssa_final_0803_1535,9H-Florenone,0,617,2211.666667,1776,"(2,3-Diphenyl-aziridin-1-yl)-(1-methyl-7-oxa-bicyclo[4.1.0]hept-2-ylidene)-amine",652,753,NA,C21H22N2O,NA,NA,318,TRUE,TRUE,NA,FALSE,2.840277766,0.000253187,0.000253187,NA
156,18,20200803_0949_blob_18_,caice_ssa_final_0805_0949,a-Amyrin,0,552,1892.957746,3480,"Bicyclo[4.3.0]nonan-2-one, 8-isopropylidene-",735,796,NA,C12H18O,NA,NA,178,TRUE,TRUE,NA,FALSE,5.731167611,7.93E-05,7.93E-05,NA
157,1044,20200803_1535_blob_1044_,caice_ssa_final_0803_1535,a-Amyrin,0,566,2131.29771,3480,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,732,NA,C20H24N2O,NA,NA,308,TRUE,TRUE,NA,FALSE,1.816191841,0.000352678,0.000352678,NA
158,999,20200803_1535_blob_999_,caice_ssa_final_0803_1535,a-Amyrin,0,585,2033.587786,3480,"Androstan-17-one, 3-ethyl-3-hydroxy-, (5a)-",683,693,NA,C21H34O2,NA,NA,318,TRUE,TRUE,NA,FALSE,2.104945609,0.000264358,0.000264358,NA
159,794,20200803_1535_blob_794_,caice_ssa_final_0803_1535,a-Amyrin,0,529,1746.835443,3480,"10a,12a-Dimethyl-hexadecahydro-2-oxa-chrysen-3-one",674,677,NA,C19H30O2,NA,NA,290,TRUE,TRUE,NA,FALSE,1.552111809,0.001056836,0.001056836,NA
160,709,20200803_1535_blob_709_,caice_ssa_final_0803_1535,a-bisabolol,0,562,2355,1719,"Phenanthrene, 3,4,5,6-tetramethyl-",768,894,NA,C18H18,NA,NA,234,TRUE,TRUE,NA,FALSE,1.757985477,0.000502834,0.000502834,NA
161,1363,20200803_1535_blob_1363_,caice_ssa_final_0803_1535,a-bisabolol,567,596,1717.721519,1719,"4-Isopropenyl-4,7-dimethyl-1-oxaspiro[2.5]octane",739,780,NA,C12H20O,NA,NA,180,TRUE,TRUE,NA,FALSE,3.48931416,0.000657048,0.000657048,NA
162,1205,20200803_1535_blob_1205_,caice_ssa_final_0803_1535,a-bisabolol,0,521,2700.970874,1719,Octocrylene,735,764,NA,C24H27NO2,NA,NA,361,TRUE,TRUE,NA,FALSE,1.212126748,0.001200209,0.001200209,NA
163,711,20200803_1535_blob_711_,caice_ssa_final_0803_1535,a-bisabolol,0,546,1697.468354,1719,"2-Pentanone, 4-cyclohexylidene-3,3-diethyl-",709,740,NA,C15H26O,NA,NA,222,TRUE,TRUE,NA,FALSE,2.995664935,0.000966042,0.000966042,NA
164,702,20200803_0949_blob_702_,caice_ssa_final_0805_0949,a-bisabolol,0,623,1853.521127,1719,7-Hydroxyfarnesen,705,758,NA,C15H24O,NA,NA,220,TRUE,TRUE,NA,FALSE,2.042378236,0.000235486,0.000235486,NA
165,1243,20200803_1535_blob_1243_,caice_ssa_final_0803_1535,a-bisabolol,0,648,1769.620253,1719,cis-Z-a-Bisabolene epoxide,701,708,NA,C15H24O,NA,NA,220,TRUE,TRUE,NA,FALSE,6.411454672,0.000196869,0.000196869,NA
166,905,20200803_0949_blob_905_,caice_ssa_final_0805_0949,a-bisabolol,0,618,1973.239437,1719,"10,13-Dioxatricyclo[7.3.1.0(4,9)]tridecan-5-ol-2-carboxylic acid, 4-methyl-11-(1-propenyl)-, methyl ester",675,738,NA,C17H26O5,NA,NA,310,TRUE,TRUE,NA,FALSE,4.820254243,0.000105834,0.000105834,NA
167,790,20200803_1535_blob_790_,caice_ssa_final_0803_1535,a-bisabolol,0,666,2609.708738,1719,"4,4,6a,6b,8a,11,12,14b-Octamethyl-docosahydropicene-3,13-diol",674,706,NA,C30H52O2,NA,NA,444,TRUE,TRUE,NA,FALSE,1.872602874,0.000681217,0.000681217,NA
168,850,20200803_1535_blob_850_,caice_ssa_final_0803_1535,a-bisabolol,0,600,2290,1719,"Ibogamine-18-carboxylic acid, 3,4-didehydro-, methyl ester, (2a,5ﬂ,6a,18ﬂ)-",670,688,NA,C21H24N2O2,NA,NA,336,TRUE,TRUE,NA,FALSE,1.880389129,0.000428097,0.000428097,NA
169,839,20200803_1535_blob_839_,caice_ssa_final_0803_1535,a-bisabolol,0,571,2155.725191,1719,"2,3,3',4'-Tetramethoxy-a-methyl-propenylstilbene-5-carboxaldehyde",654,703,NA,C20H22O5,NA,NA,342,TRUE,TRUE,NA,FALSE,1.914460321,0.000346554,0.000346554,NA
170,1038,20200803_1535_blob_1038_,caice_ssa_final_0803_1535,a-bisabolol,0,594,1898.611111,1719,"Silane, (9,10-dimethyl-2,4,6,8-tetrathiatricyclo[3.3.1.1(3,7)]dec-1-yl)trimethyl-",642,644,NA,C11H20S4Si,NA,NA,308,TRUE,TRUE,NA,FALSE,4.998712257,9.17E-05,9.17E-05,NA
171,1271,20200803_0949_blob_1271_,caice_ssa_final_0805_0949,a-bisabolol,0,590,2206.722689,1719,Azafrin,599,599,NA,C27H38O4,NA,NA,426,TRUE,TRUE,NA,FALSE,4.944625809,0.000144403,0.000144403,NA
172,9,20200803_1535_blob_9_,caice_ssa_final_0803_1535,a-bisabolol,0,511,1900,1719,"1H-isoindole-1,3(2H)-dione, 2-(5-acetyl-8-methoxy-1-naphthalenyl)-",595,687,NA,C21H15NO4,NA,NA,345,TRUE,TRUE,NA,FALSE,1.760424213,0.000260779,0.000260779,NA
173,694,20200803_1535_blob_694_,caice_ssa_final_0803_1535,anthraquinone,0,514,2293.333333,2017,"9,10-Anthracenedione, 2,7-dimethyl-",788,868,NA,C16H12O2,NA,NA,236,TRUE,TRUE,RI cant be confirmed,FALSE,1.344754049,0.000601495,0.000601495,NA
174,830,20200803_1535_blob_830_,caice_ssa_final_0803_1535,anthraquinone,408,495,2013.740458,2017,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",675,701,NA,C19H24O2,NA,NA,284,TRUE,TRUE,NA,FALSE,1.338668347,0.00040397,0.00040397,NA
175,1081,20200803_1535_blob_1081_,caice_ssa_final_0803_1535,anthraquinone,276,330,2019.847328,2017,"9-Desoxo-9-x-acetoxy-3,8,12-tri-O-acetylingol",604,629,NA,C28H40O10,NA,NA,536,TRUE,TRUE,NA,FALSE,1.083048046,0.000503725,0.000503725,NA
176,1195,20200803_0949_blob_1195_,caice_ssa_final_0805_0949,anthraquinone,310,351,2013.846154,2017,"4a,10a-Methanophenanthren-9ﬂ-ol, 11-syn-bromo-1,2,3,4,4a,9,10,10a-octahydro-",591,621,NA,C15H17BrO,NA,NA,292,TRUE,TRUE,NA,FALSE,1.905246513,0.000283881,0.000283881,NA
177,30,20200803_1535_blob_30_,caice_ssa_final_0803_1535,arabitol,257,259,1745.56962,1744,"Phthalimide, N-(1-hydroxy-2-propyl)-",805,853,NA,C11H11NO3,NA,NA,205,TRUE,TRUE,Should be derivatized and RI cant be confirmed,FALSE,2.308111098,0.000721101,0.000721101,NA
178,1177,20200803_1535_blob_1177_,caice_ssa_final_0803_1535,arabitol,377,431,1744.303797,1744,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",632,671,NA,C14H44O6Si7,NA,NA,504,TRUE,TRUE,NA,FALSE,1.424098646,0.001185863,0.001185863,NA
179,842,20200803_1535_blob_842_,caice_ssa_final_0803_1535,benzophenone,0,553,1894.444444,1662,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, cis-",684,692,NA,C28H44O4,NA,NA,444,TRUE,TRUE,NA,FALSE,1.653755862,0.000275388,0.000275388,NA
180,922,20200803_1535_blob_922_,caice_ssa_final_0803_1535,benzophenone,0,575,1905.555556,1662,"2-Isopropylidene-3-methyl-1-phenyl-hexa-3,5-dien-1-one",666,696,NA,C16H18O,NA,NA,226,TRUE,TRUE,NA,FALSE,2.032328658,0.000227704,0.000227704,NA
181,1772,20200803_0949_blob_1772_,caice_ssa_final_0805_0949,benzophenone,0,636,2093.846154,1662,"3,5-Dihydroxy-3-methyl-pentanamide, N-benzhydryl-",628,630,NA,C19H23NO3,NA,NA,313,TRUE,TRUE,NA,FALSE,2.925011602,0.000207487,0.000207487,NA
182,2052,20200803_0949_blob_2052_,caice_ssa_final_0805_0949,benzophenone,134,291,1669.620253,1662,"2,4-Hexanedione, 1,1,1-trifluoro-5,5-dimethyl-",510,612,NA,C8H11F3O2,NA,NA,196,TRUE,TRUE,NA,FALSE,5.5442169,0.000719007,0.000719007,NA
183,1026,20200803_1535_blob_1026_,caice_ssa_final_0803_1535,Benzothiazole,0,468,1819.444444,1246,"Indole-2-one, 2,3-dihydro-5-hydroxy-1,3-dimethyl-",720,752,NA,C10H11NO2,NA,NA,177,TRUE,TRUE,NA,FALSE,6.048064823,0.000117673,0.000117673,NA
184,63,20200803_1535_blob_63_,caice_ssa_final_0803_1535,Benzothiazole,0,528,1995.833333,1246,"Butylparaben, TBDMS derivative",631,646,2022,C17H28O3Si,NA,NA,308,TRUE,TRUE,NA,FALSE,1.124295359,0.000468751,0.000468751,NA
