BlobID,Compound.Name,Library.Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Formula_Underivitized_forMod,Cstar_Cat,Library.Molecular.Weight_NISTmain,Model_Quant,Model_Properties,Notes
1059,20200803_1535_blob_1059_,caice_ssa_final_0803_1535,C19,107,388,1944.444444,1934,"4a-Methyl-1-methylene-1,2,3,4,4a,9,10,10a-octahydrophenanthrene",746,822,,C16H20,,,212,TRUE,TRUE,
1011,20200803_1535_blob_1011_,caice_ssa_final_0803_1535,C19,13,590,1918.055556,1934,"2-Methyl-cis-7,8-epoxynonadecane",684,695,,C20H40O,,,296,TRUE,TRUE,
733,20200803_1535_blob_733_,caice_ssa_final_0803_1535,C19,478,619,1933.333333,1934,Epistephamiersine,679,845,,C21H27NO6,,,389,TRUE,TRUE,
910,20200803_1535_blob_910_,caice_ssa_final_0803_1535,C19,393,565,1929.166667,1934,"Tertbutyloxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",674,690,,C14H24N2O2,,,252,TRUE,TRUE,
986,20200803_1535_blob_986_,caice_ssa_final_0803_1535,C19,407,576,1938.888889,1934,"α-l-Galactopyranoside, methyl 6-deoxy-2-O-(trimethylsilyl)-, cyclic butylboronate",615,670,,C14H29BO5Si,,,316,TRUE,TRUE,
887,20200803_1535_blob_887_,caice_ssa_final_0803_1535,C20,486,607,2039.694656,2035,"2-Methyl-cis-7,8-epoxynonadecane",705,728,,C20H40O,,,296,TRUE,TRUE,
598,20200803_1535_blob_598_oil,caice_ssa_final_0803_1535,C21,0,840,2313.333333,2136,"Heneicosane, 11-(1-ethylpropyl)-",837,843,,C26H54,,,366,TRUE,TRUE,def an alkane but RI not right
881,20200803_1535_blob_881_,caice_ssa_final_0803_1535,C21,125,489,2145.038168,2136,2-{5-Methyl-2-[(trimethylsilyl)oxy]phenyl}-2H-benzotriazole,797,840,,C16H19N3OSi,,,297,TRUE,TRUE,RI cant be confirmed
964,20200803_1535_blob_964_,caice_ssa_final_0803_1535,C21,603,781,2128.244275,2136,"Heptadecane, 9-octyl-",787,798,,C25H52,,,352,TRUE,TRUE,RI cant be confirmed
943,20200803_1535_blob_943_oil,caice_ssa_final_0803_1535,C21,543,782,2145.038168,2136,"Ethanol, 2-(octadecyloxy)-",778,787,,C20H42O2,,,314,TRUE,TRUE,RI cant be confirmed
938,20200803_1535_blob_938_oil,caice_ssa_final_0803_1535,C21,359,742,2149.618321,2136,"Ethanol, 2-(octadecyloxy)-",777,790,,C20H42O2,,,314,TRUE,TRUE,RI cant be confirmed
931,20200803_1535_blob_931_oil,caice_ssa_final_0803_1535,C21,191,735,2152.671756,2136,2-Methyl-Z-4-tetradecene,753,808,,C15H30,,,210,TRUE,TRUE,
1041,20200803_1535_blob_1041_,caice_ssa_final_0803_1535,C21,142,700,2120.610687,2136,17-Pentatriacontene,750,751,,C35H70,,,490,TRUE,TRUE,
814,20200803_1535_blob_814_,caice_ssa_final_0803_1535,C21,560,729,2135.877863,2136,tert-Hexadecanethiol,748,787,,C16H34S,,,258,TRUE,TRUE,
1120,20200803_1535_blob_1120_,caice_ssa_final_0803_1535,C21,465,606,2138.931298,2136,"Octadecanoic acid, 4-hydroxy-, methyl ester",730,743,,C19H38O3,,,314,TRUE,TRUE,
923,20200803_1535_blob_923_,caice_ssa_final_0803_1535,C21,277,519,2143.51145,2136,"Benz[e]azulene-3,8-dione, 3a,4,6a 7,9,10,10a,10b-octahydro-3a,10a-dihydroxy-5-(hydroxymethyl)-7-(1-hydroxy-1-methylethyl)-2,10-dimethyl-, [3aR-(3aα,6aα,7α,10ß,10aß,10bß)]-",701,724,,C20H28O6,,,364,TRUE,TRUE,
1139,20200803_0949_blob_1139_,caice_ssa_final_0805_0949,C21,509,608,2140,2136,"2(3H)-Furanone, 5-dodecyldihydro-",699,830,2105,C16H30O2,,,254,TRUE,TRUE,
471,20200803_1535_blob_471_,caice_ssa_final_0803_1535,C21,198,593,2149.618321,2136,"1,3,3,5,5-Pentamethylcyclohexanol",646,725,,C11H22O,,,170,TRUE,TRUE,
990,20200803_0949_blob_990_,caice_ssa_final_0805_0949,C21,60,446,2147.692308,2136,"5-(7a-Isopropenyl-4,5-dimethyl-octahydroinden-4-yl)-3-methyl-pent-2-enal",642,732,,C20H32O,,,288,TRUE,TRUE,
713,20200803_1535_blob_713_oil,caice_ssa_final_0803_1535,C22,184,752,2220,2238,"Cyclohexane, (1-hexyltetradecyl)-",824,834,,C26H52,,,364,TRUE,TRUE,def an alkane but RI not right
678,20200803_1535_blob_678_oil,caice_ssa_final_0803_1535,C22,328,779,2253.333333,2238,Pentyl dotriacontyl ether,815,844,,C37H76O,,,536,TRUE,TRUE,def an alkane but RI not right
680,20200803_1535_blob_680_oil,caice_ssa_final_0803_1535,C22,671,827,2246.666667,2238,"1-Dodecanol, 2-octyl-",808,828,,C20H42O,,,298,TRUE,TRUE,Should be derivatized and RI cant be confirmed
725,20200803_1535_blob_725_oil,caice_ssa_final_0803_1535,C22,551,715,2231.666667,2238,17-Pentatriacontene,799,799,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
941,20200803_1535_blob_941_,caice_ssa_final_0803_1535,C22,511,735,2238.333333,2238,17-Pentatriacontene,698,700,,C35H70,,,490,TRUE,TRUE,
568,20200803_1535_blob_568_oil,caice_ssa_final_0803_1535,C23,20,724,2363.333333,2342,17-Pentatriacontene,832,833,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
625,20200803_1535_blob_625_oil,caice_ssa_final_0803_1535,C23,328,739,2328.333333,2342,17-Pentatriacontene,831,831,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
516,20200803_1535_blob_516_oil,caice_ssa_final_0803_1535,C23,281,766,2358.333333,2342,17-Pentatriacontene,824,824,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
637,20200803_1535_blob_637_oil,caice_ssa_final_0803_1535,C23,590,731,2335,2342,17-Pentatriacontene,823,823,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
639,20200803_1535_blob_639_oil,caice_ssa_final_0803_1535,C23,462,756,2331.666667,2342,17-Pentatriacontene,821,822,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
482,20200803_1535_blob_482_oil,caice_ssa_final_0803_1535,C23,610,813,2351.666667,2342,Pentyl dotriacontyl ether,813,840,,C37H76O,,,536,TRUE,TRUE,RI significantly off
619,20200803_1535_blob_619_oil,caice_ssa_final_0803_1535,C23,22,781,2320,2342,"Ethanol, 2-(octadecyloxy)-",786,810,,C20H42O2,,,314,TRUE,TRUE,RI cant be confirmed
699,20200803_1535_blob_699_oil,caice_ssa_final_0803_1535,C23,391,691,2350,2342,17-Pentatriacontene,782,783,,C35H70,,,490,TRUE,TRUE,RI cant be confirmed
1005,20200803_0949_blob_1005_,caice_ssa_final_0805_0949,C23,424,583,2336.134454,2342,tert-Hexadecanethiol,689,709,,C16H34S,,,258,TRUE,TRUE,
514,20200803_1535_blob_514_oil,caice_ssa_final_0803_1535,C24,14,690,2423.423423,2443,17-Pentatriacontene,841,841,,C35H70,,,490,TRUE,TRUE,RI way off
495,20200803_1535_blob_495_oil,caice_ssa_final_0803_1535,C24,429,717,2432.432432,2443,17-Pentatriacontene,829,829,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
551,20200803_1535_blob_551_oil,caice_ssa_final_0803_1535,C24,529,696,2450.45045,2443,17-Pentatriacontene,820,820,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
717,20200803_1535_blob_717_,caice_ssa_final_0803_1535,C24,309,479,2439.63964,2443,Triphenyl phosphate,740,841,2387,C18H15O4P,,,326,TRUE,TRUE,
853,20200803_1535_blob_853_,caice_ssa_final_0803_1535,C25,0,852,2108.396947,2545,"Heneicosane, 11-(1-ethylpropyl)-",821,829,,C26H54,,,366,TRUE,TRUE,def an alkane but RI not right
662,20200803_1535_blob_662_oil,caice_ssa_final_0803_1535,C25,520,671,2544.144144,2545,"Octadecanal, 2-bromo-",761,772,,C18H35BrO,,,346,TRUE,TRUE,
595,20200803_0949_blob_595_,caice_ssa_final_0805_0949,C25,583,641,2543.636364,2545,"Hexadecanoic acid, n.-octyl ester",748,753,,C24H48O2,,,368,TRUE,TRUE,
1144,20200803_1535_blob_1144_,caice_ssa_final_0803_1535,C25,0,632,2361.666667,2545,"4-Methoxyphenoxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",645,679,,C17H22N2O3,,,302,TRUE,TRUE,
1558,20200803_0949_blob_1558_,caice_ssa_final_0805_0949,C25,171,496,2554.545455,2545,9-Methylcorticosterone,526,553,,C22H32O4,,,360,TRUE,TRUE,
859,20200803_1535_blob_859_,caice_ssa_final_0803_1535,C26,0,541,1944.444444,2649,Epistephamiersine,702,771,,C21H27NO6,,,389,TRUE,TRUE,
708,20200803_0949_blob_708_,caice_ssa_final_0805_0949,C27,529,630,2747.572816,2750,"Dodecanoic acid, 3-hydroxy-",695,737,,C12H24O3,,,216,TRUE,TRUE,
702,20200803_1535_blob_702_,caice_ssa_final_0803_1535,C28,0,545,1852.777778,2852,"1,3-O-Benzylidene glyceryl-2-myristate",676,679,,C24H38O3,,,374,TRUE,TRUE,
653,20200803_1535_blob_653_oil,caice_ssa_final_0803_1535,C29,0,863,2276.666667,2954,"Eicosane, 7-hexyl-",850,852,,C26H54,,,366,TRUE,TRUE,"alkane, but kovats doesn�t match"
1107,20200803_1535_blob_1107_,caice_ssa_final_0803_1535,C33,0,821,2099.236641,3362,"Heptadecane, 2,3-dimethyl-",780,871,,C19H40,,,268,TRUE,TRUE,RI cant be confirmed
1571,20200803_0949_blob_1571_,caice_ssa_final_0805_0949,C33,0,518,2300.840336,3362,"8-Acetyl-5,5-dimethyl-nona-2,3,8-trienoic acid, methyl ester",583,623,,C14H20O3,,,236,TRUE,TRUE,
652,20200803_1535_blob_652_oil,caice_ssa_final_0803_1535,C34,0,841,2270,3461,"Heneicosane, 11-(1-ethylpropyl)-",835,838,,C26H54,,,366,TRUE,TRUE,def an alkane but RI not right
537,20200803_1535_blob_537_oil,caice_ssa_final_0803_1535,C34,0,716,2409.009009,3461,17-Pentatriacontene,831,831,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
541,20200803_1535_blob_541_oil,caice_ssa_final_0803_1535,C34,0,713,2418.018018,3461,17-Pentatriacontene,831,831,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
554,20200803_1535_blob_554_oil,caice_ssa_final_0803_1535,C34,0,751,2370,3461,17-Pentatriacontene,830,830,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
521,20200803_1535_blob_521_oil,caice_ssa_final_0803_1535,C34,0,735,2414.414414,3461,17-Pentatriacontene,828,828,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
648,20200803_1535_blob_648_oil,caice_ssa_final_0803_1535,C34,0,774,2306.666667,3461,17-Pentatriacontene,821,821,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
661,20200803_1535_blob_661_oil,caice_ssa_final_0803_1535,C34,0,775,2290,3461,17-Pentatriacontene,820,820,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
647,20200803_1535_blob_647_oil,caice_ssa_final_0803_1535,C34,0,835,2303.333333,3461,"Ethanol, 2-(octadecyloxy)-",813,823,,C20H42O2,,,314,TRUE,TRUE,Should be derivatized and RI cant be confirmed
667,20200803_1535_blob_667_oil,caice_ssa_final_0803_1535,C34,0,801,2285,3461,17-Pentatriacontene,812,812,,C35H70,,,490,TRUE,TRUE,def an alkane but RI not right
684,20200803_1535_blob_684_oil,caice_ssa_final_0803_1535,C34,0,777,2263.333333,3461,"Eicosane, 9-cyclohexyl-",810,817,,C26H52,,,364,TRUE,TRUE,RI cant be confirmed
719,20200803_1535_blob_719_oil,caice_ssa_final_0803_1535,C34,0,822,2211.666667,3461,"1-Dodecanol, 2-octyl-",807,832,,C20H42O,,,298,TRUE,TRUE,Should be derivatized and RI cant be confirmed
644,20200803_1535_blob_644_oil,caice_ssa_final_0803_1535,C34,0,821,2296.666667,3461,"Ethanol, 2-(octadecyloxy)-",804,816,,C20H42O2,,,314,TRUE,TRUE,Should be derivatized and RI cant be confirmed
898,20200803_1535_blob_898_oil,caice_ssa_final_0803_1535,C34,0,700,2157.251908,3461,17-Pentatriacontene,780,780,,C35H70,,,490,TRUE,TRUE,RI cant be confirmed
873,20200803_1535_blob_873_,caice_ssa_final_0803_1535,C34,0,645,2286.666667,3461,Dihydroagathic acid,687,720,,C20H32O4,,,336,TRUE,TRUE,
793,20200803_1535_blob_793_,caice_ssa_final_0803_1535,C34,0,702,2350,3461,E-8-Methyl-9-tetradecen-1-ol acetate,627,773,,C17H32O2,,,268,TRUE,TRUE,
1341,20200803_1535_blob_1341_,caice_ssa_final_0803_1535,C7 acid,289,291,1388.506413,,"Ethanone, 1-[4-(1-methylethenyl)phenyl]-",851,856,,C11H12O,,,160,TRUE,TRUE,"RI don�t match, porbably chemically similar tho"
744,20200803_1535_blob_744_,caice_ssa_final_0803_1535,C7 acid,303,394,2087.022901,,"10,18-Bisnorabieta-8,11,13-triene",845,887,,C18H26,,,242,TRUE,TRUE,"RI too high, shoould be in 1800s"
846,20200803_1535_blob_846_,caice_ssa_final_0803_1535,C7 acid,296,402,1941.666667,,"1H-Cyclopropa[l]phenanthrene,1a,9b-dihydro-",830,863,,C15H12,,,192,TRUE,TRUE,def an alkane but RI not right
714,20200803_1535_blob_714_,caice_ssa_final_0803_1535,C7 acid,284,378,2221.666667,,"Phenanthrene, 2,3,5-trimethyl-",829,872,,C17H16,,,220,TRUE,TRUE,RI cant be cofnirmed
757,20200803_1535_blob_757_,caice_ssa_final_0803_1535,C7 acid,293,385,2215,,"Phenanthrene, 2,3,5-trimethyl-",828,872,,C17H16,,,220,TRUE,TRUE,RI cant be cofnirmed
807,20200803_1535_blob_807_,caice_ssa_final_0803_1535,C7 acid,291,390,2094.656489,,"Anthracene, 1,4-dimethyl-",816,868,,C16H14,,,206,TRUE,TRUE,def an alkane but RI not right
1164,20200803_1535_blob_1164_,caice_ssa_final_0803_1535,C7 acid,325,347,1601.265823,,"1-Oxaspiro[2.5]octane, 5,5-dimethyl-4-(3-methyl-1,3-butadienyl)-",815,821,,C14H22O,,,206,TRUE,TRUE,RI cant be cofnirmed
1052,20200803_1535_blob_1052_,caice_ssa_final_0803_1535,C7 acid,310,339,1606.329114,,"Fumaric acid, butyl isobutyl ester",813,842,,C12H20O4,,,228,TRUE,TRUE,RI significantly off
815,20200803_1535_blob_815_,caice_ssa_final_0803_1535,C7 acid,296,396,2100.763359,,"Anthracene, 1,4-dimethyl-",813,874,,C16H14,,,206,TRUE,TRUE,RI significantly off
704,20200803_1535_blob_704_,caice_ssa_final_0803_1535,C7 acid,277,384,2326.666667,,7H-Benzanthrene,808,903,,C17H12,,,216,TRUE,TRUE,RI significantly off
788,20200803_1535_blob_788_,caice_ssa_final_0803_1535,C7 acid,346,373,1951.388889,,"Ethanol, 2-(9-octadecenyloxy)-, (Z)-",800,809,,C20H40O2,,,312,TRUE,TRUE,Should be derivatized and RI cant be confirmed
724,20200803_0949_blob_724_,caice_ssa_final_0805_0949,C7 acid,319,368,2180,,"4,8,13-Cyclotetradecatriene-1,3-diol, 1,5,9-trimethyl-12-(1-methylethyl)-",799,814,,C20H34O2,,,306,TRUE,TRUE,RI cant be confirmed
875,20200803_1535_blob_875_,caice_ssa_final_0803_1535,C7 acid,352,374,1848.611111,,"Ethanol, 2-(9-octadecenyloxy)-, (Z)-",789,795,,C20H40O2,,,312,TRUE,TRUE,RI cant be confirmed
777,20200803_1535_blob_777_,caice_ssa_final_0803_1535,C7 acid,295,390,2216.666667,,"Phenanthrene, 2,3,5-trimethyl-",789,848,,C17H16,,,220,TRUE,TRUE,RI cant be confirmed
1210,20200803_0949_blob_1210_,caice_ssa_final_0805_0949,C7 acid,328,341,1777.21519,,"Ethanone, 1-(2,3-dihydro-1,1-dimethyl-1H-inden-4-yl)-",781,816,,C13H16O,,,188,TRUE,TRUE,RI cant be confirmed
712,20200803_1535_blob_712_,caice_ssa_final_0803_1535,C7 acid,320,409,1499.435028,,"5(1H)-Azulenone, 2,4,6,7,8,8a-hexahydro-3,8-dimethyl-4-(1-methylethylidene)-, (8S-cis)-",769,790,,C15H22O,,,218,TRUE,TRUE,
924,20200803_1535_blob_924_oil,caice_ssa_final_0803_1535,C7 acid,291,347,2710.679612,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",767,818,,C30H52O2,,,444,TRUE,TRUE,
743,20200803_1535_blob_743_oil,caice_ssa_final_0803_1535,C7 acid,308,383,2208.333333,,"1-Methyl-10,18-bisnorabieta-8,11,13-triene",766,863,,C19H28,,,256,TRUE,TRUE,
1282,20200803_1535_blob_1282_,caice_ssa_final_0803_1535,C7 acid,314,379,2958.762887,,"Cholest-5-en-3-ol (3ß)-, tetradecanoate",765,793,,C41H72O2,,,596,TRUE,TRUE,
784,20200803_1535_blob_784_,caice_ssa_final_0803_1535,C7 acid,336,352,1816.666667,,"1H-Indene-1-carboxylic acid, 1-ethyl-2,3-dihydro-3,3-dimethyl-, methyl ester",757,806,,C15H20O2,,,232,TRUE,TRUE,
832,20200803_1535_blob_832_oil,caice_ssa_final_0803_1535,C7 acid,299,347,2749.514563,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",755,846,,C33H56,,,452,TRUE,TRUE,
806,20200803_1535_blob_806_oil,caice_ssa_final_0803_1535,C7 acid,282,333,2716.504854,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",755,846,,C33H56,,,452,TRUE,TRUE,
735,20200803_1535_blob_735_,caice_ssa_final_0803_1535,C7 acid,304,424,2265,,"Phenanthrene, 2,4,5,7-tetramethyl-",754,892,,C18H18,,,234,TRUE,TRUE,
1082,20200803_0949_blob_1082_,caice_ssa_final_0805_0949,C7 acid,370,434,2112.307692,,1-Heptatriacotanol,753,759,,C37H76O,,,536,TRUE,TRUE,
1136,20200803_1535_blob_1136_,caice_ssa_final_0803_1535,C7 acid,337,447,2186.259542,,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",749,753,,C23H32O,,,324,TRUE,TRUE,
721,20200803_1535_blob_721_,caice_ssa_final_0803_1535,C7 acid,346,424,2221.666667,,"4,8,13-Cyclotetradecatriene-1,3-diol, 1,5,9-trimethyl-12-(1-methylethyl)-",748,772,,C20H34O2,,,306,TRUE,TRUE,
574,20200803_1535_blob_574_,caice_ssa_final_0803_1535,C7 acid,268,333,2200,,"Phenanthrene, 2,3,5-trimethyl-",748,823,,C17H16,,,220,TRUE,TRUE,
1383,20200803_1535_blob_1383_,caice_ssa_final_0803_1535,C7 acid,415,543,1593.220339,,"p-Hydroxydiisopropylbenzene, TMS derivative",747,762,,C15H26OSi,,,250,TRUE,TRUE,
1070,20200803_1535_blob_1070_oil,caice_ssa_final_0803_1535,C7 acid,288,341,2766.990291,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",747,790,,C30H52O2,,,444,TRUE,TRUE,
769,20200803_1535_blob_769_,caice_ssa_final_0803_1535,C7 acid,370,465,1888.888889,,"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin",745,810,,C18H26O,,,258,TRUE,TRUE,
1271,20200803_1535_blob_1271_oil,caice_ssa_final_0803_1535,C7 acid,278,329,2841.237113,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",744,834,,C33H56,,,452,TRUE,TRUE,
771,20200803_1535_blob_771_oil,caice_ssa_final_0803_1535,C7 acid,355,429,2221.666667,,"Hexadecanoic acid, 1-(hydroxymethyl)-1,2-ethanediyl ester",743,747,,C35H68O5,,,568,TRUE,TRUE,
1255,20200803_1535_blob_1255_oil,caice_ssa_final_0803_1535,C7 acid,270,324,2884.536082,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",740,818,,C33H56,,,452,TRUE,TRUE,
1099,20200803_1535_blob_1099_,caice_ssa_final_0803_1535,C7 acid,361,480,2016.793893,,Phorbol,739,739,,C20H28O6,,,364,TRUE,TRUE,
946,20200803_1535_blob_946_,caice_ssa_final_0803_1535,C7 acid,493,608,2050.381679,,"Palmitelaidic acid, TMS derivative",736,820,,C19H38O2Si,,,326,TRUE,TRUE,
901,20200803_1535_blob_901_,caice_ssa_final_0803_1535,C7 acid,310,414,2238.333333,,Phorbol,736,737,,C20H28O6,,,364,TRUE,TRUE,
1065,20200803_1535_blob_1065_oil,caice_ssa_final_0803_1535,C7 acid,279,330,2810.309278,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",736,838,,C33H56,,,452,TRUE,TRUE,
928,20200803_1535_blob_928_,caice_ssa_final_0803_1535,C7 acid,385,484,1895.833333,,Ethyl iso-allocholate,735,742,,C26H44O5,,,436,TRUE,TRUE,
1567,20200803_0949_blob_1567_,caice_ssa_final_0805_0949,C7 acid,341,352,1635.443038,,"1(2H)-Naphthalenone, 3,4-dihydro-3,3,6,8-tetramethyl-",735,784,,C14H18O,,,202,TRUE,TRUE,
831,20200803_1535_blob_831_,caice_ssa_final_0803_1535,C7 acid,316,438,2265,,Phorbol,735,736,,C20H28O6,,,364,TRUE,TRUE,
993,20200803_1535_blob_993_,caice_ssa_final_0803_1535,C7 acid,397,462,1820.833333,,"1-Pentadecanol, TMS derivative",733,773,1856,C18H40OSi,,,300,TRUE,TRUE,
746,20200803_1535_blob_746_,caice_ssa_final_0803_1535,C7 acid,304,371,2301.666667,,"4a,7,7,10a-Tetramethyldodecahydrobenzo[f]chromen-3-ol",733,784,,C17H30O2,,,266,TRUE,TRUE,
745,20200803_0949_blob_745_,caice_ssa_final_0805_0949,C7 acid,303,377,2012.307692,,"As-Indacen-1(2H)-one, 3,6,7,8-tetrahydro-3,3,6,6-tetramethyl-",732,739,,C16H20O,,,228,TRUE,TRUE,
995,20200803_0949_blob_995_,caice_ssa_final_0805_0949,C7 acid,341,385,1829.577465,,"7-(1,3-Dimethylbuta-1,3-dienyl)-1,6,6-trimethyl-3,8-dioxatricyclo[5.1.0.0(2,4)]octane",729,748,,C15H22O2,,,234,TRUE,TRUE,
795,20200803_1535_blob_795_,caice_ssa_final_0803_1535,C7 acid,294,420,1737.974684,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",728,748,,C16H50O7Si8,,,578,TRUE,TRUE,
970,20200803_1535_blob_970_,caice_ssa_final_0803_1535,C7 acid,363,475,1791.139241,,1-Dimethylthexylsilyloxytetradecane,727,799,,C22H48OSi,,,356,TRUE,TRUE,
965,20200803_1535_blob_965_,caice_ssa_final_0803_1535,C7 acid,349,452,1838.888889,,"Naphthalene, 6,7-diethyl-1,2,3,4-tetrahydro-1,1,4,4-tetramethyl-",727,762,,C18H28,,,244,TRUE,TRUE,
762,20200803_1535_blob_762_,caice_ssa_final_0803_1535,C7 acid,343,440,2350,,"Podocarpa-8,11,13-triene-7ß,13-diol, 14-isopropyl-",727,789,,C20H30O2,,,302,TRUE,TRUE,
800,20200803_1535_blob_800_,caice_ssa_final_0803_1535,C7 acid,315,423,2248.333333,,"Phenanthrene, 2,3,5-trimethyl-",724,824,,C17H16,,,220,TRUE,TRUE,
1013,20200803_1535_blob_1013_,caice_ssa_final_0803_1535,C7 acid,302,432,1975,,"Benzene, 1,1'-(1,2-dimethyl-1,2-ethenediyl)bis-, (Z)-",722,805,,C16H16,,,208,TRUE,TRUE,
1043,20200803_0949_blob_1043_,caice_ssa_final_0805_0949,C7 acid,290,323,1821.126761,,"1H-Indole-2,3-dione, 5-tert-butyl-",721,770,,C12H13NO2,,,203,TRUE,TRUE,
1195,20200803_1535_blob_1195_,caice_ssa_final_0803_1535,C7 acid,461,571,1948.611111,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",719,742,,C13H26BNO6Si,,,331,TRUE,TRUE,
932,20200803_0949_blob_932_,caice_ssa_final_0805_0949,C7 acid,452,466,1284.974347,,"Hexanoic acid, TBDMS derivative",719,728,1291,C12H26O2Si,,,230,TRUE,TRUE,
1194,20200803_0949_blob_1194_,caice_ssa_final_0805_0949,C7 acid,391,451,2063.076923,,"1-Heptadecanol, TMS derivative",717,737,2054,C20H44OSi,,,328,TRUE,TRUE,
1408,20200803_0949_blob_1408_,caice_ssa_final_0805_0949,C7 acid,339,416,1953.521127,,"1-Hexadecanol, TMS derivative",716,788,1958,C19H42OSi,,,314,TRUE,TRUE,
980,20200803_1535_blob_980_,caice_ssa_final_0803_1535,C7 acid,304,371,2488.288288,,"9-Octadecene, 1,1'-[1,2-ethanediylbis(oxy)]bis-, (Z,Z)-",715,735,,C38H74O2,,,562,TRUE,TRUE,
827,20200803_1535_blob_827_,caice_ssa_final_0803_1535,C7 acid,351,423,2062.59542,,"7-Isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthrene",714,727,2074,C20H30,,,270,TRUE,TRUE,
1363,20200803_0949_blob_1363_,caice_ssa_final_0805_0949,C7 acid,307,333,1741.772152,,"1H-2-Indenol, 2,3,4,5,6,7-hexahydro-1-(2-hydroxy-2-methylpropyl)",714,733,,C13H22O2,,,210,TRUE,TRUE,
760,20200803_0949_blob_760_,caice_ssa_final_0805_0949,C7 acid,303,451,1887.323944,,Mono-TMS of (pyridoxine-H2O),713,763,,C11H17NO2Si,,,223,TRUE,TRUE,
870,20200803_1535_blob_870_,caice_ssa_final_0803_1535,C7 acid,436,522,1829.166667,,"Propanoic acid, 2-methyl-, (dodecahydro-6a-hydroxy-9a-methyl-3-methylene-2,9-dioxoazuleno[4,5-b]furan-6-yl)methyl ester, [3aS-(3aα,6ß,6aα,9aß,9bα)]-",712,716,,C19H26O6,,,350,TRUE,TRUE,
676,20200803_0949_blob_676_,caice_ssa_final_0805_0949,C7 acid,334,397,2024.615385,,1-Heptatriacotanol,709,716,,C37H76O,,,536,TRUE,TRUE,
1131,20200803_1535_blob_1131_,caice_ssa_final_0803_1535,C7 acid,324,365,1876.388889,,"Acetate, (2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydro-1-naphthalenyl) ester",709,756,,C16H26O2,,,250,TRUE,TRUE,
901,20200803_0949_blob_901_,caice_ssa_final_0805_0949,C7 acid,543,624,1916.901408,,"Pentadecanoic acid, TMS derivative",706,760,1950,C18H38O2Si,,,314,TRUE,TRUE,
801,20200803_1535_blob_801_,caice_ssa_final_0803_1535,C7 acid,324,452,2231.666667,,"Phenanthrene, 2,3,5-trimethyl-",705,805,,C17H16,,,220,TRUE,TRUE,
768,20200803_1535_blob_768_,caice_ssa_final_0803_1535,C7 acid,311,462,1895.833333,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",703,742,,C16H50O7Si8,,,578,TRUE,TRUE,
